Accession	Description	GeneName	Peptides	PSMs	AAs	MW.kDA	pI	QuantifyingPSMs	T37	T40	T47	T53	T59	T63	T69	T75	T81	T87
P0A6A8	Acyl carrier protein OS=Escherichia coli (strain K12) GN=acpP PE=1 SV=2	0	0	0	0	0	0	0	1	1.2400135476	1.0623214154	1.1117023654	0.577036701	0.4106328807	0.4106328807	0.1716429066	0.1781121281	0.215905719
P24224	Holo-[acyl-carrier-protein] synthase OS=Escherichia coli (strain K12) GN=acpS PE=1 SV=3	0	0	0	0	0	0	0	1	0.9776569139	0.9535164115	0.6063666754	0.3259611403	0.1458192489	0.1458192489	0.0444817133	0.0315826538	0.0309740854
P0AE06	Multidrug efflux pump subunit AcrA OS=Escherichia coli (strain K12) GN=acrA PE=1 SV=1	0	0	0	0	0	0	0	1	0.9773297232	0.9894294569	0.9121284826	0.7827220726	0.7027633835	0.7027633835	0.1145506562	0.1359859041	0.1948955924
P31224	Multidrug efflux pump subunit AcrB OS=Escherichia coli (strain K12) GN=acrB PE=1 SV=1	0	0	0	0	0	0	0	1	0.954003487	0.9094835295	0.775896144	0.8410639881	0.7658778003	0.7658778003	0.0511036392	0.0317945593	0.0346343407
P27550	Acetyl-coenzyme A synthetase OS=Escherichia coli (strain K12) GN=acs PE=1 SV=2	0	0	0	0	0	0	0	1	0.9671424148	0.9599897567	0.8480860144	0.2032333728	0.1010141434	0.1010141434	0.0327565598	0.0223941564	0.0236858119
P32705	Cation/acetate symporter ActP OS=Escherichia coli (strain K12) GN=actP PE=1 SV=1	0	0	0	0	0	0	0	1	0.9937875518	0.9849509048	0.5956905163	0.347245938	0.226257287	0.226257287	0.092441593	0.0545009264	0.0390569256
P26646	Probable acrylyl-CoA reductase AcuI OS=Escherichia coli (strain K12) GN=acuI PE=1 SV=1	0	0	0	0	0	0	0	1	0.9942385556	1.003588576	0.7513319604	0.1689654498	0.108056394	0.108056394	0.0366638712	0.0268911079	0.0294029964
P22333	Adenosine deaminase OS=Escherichia coli (strain K12) GN=add PE=3 SV=2	0	0	0	0	0	0	0	1	0.9422807488	0.8679692863	0.2578222143	0.1512808298	0.1038897835	0.1038897835	0.0336519521	0.0318708384	0.0376619289
P31441	Adenine deaminase OS=Escherichia coli (strain K12) GN=ade PE=1 SV=2	0	0	0	0	0	0	0	1	0.9735980256	0.9647843773	0.7812939504	0.5249359739	0.2731533577	0.2731533577	0.0395073311	0.0285077861	0.0275676486
P31466	Adenine permease AdeP OS=Escherichia coli (strain K12) GN=adeP PE=1 SV=2	0	0	0	0	0	0	0	1	0.9427438378	0.9586588236	0.6729229076	0.5446513109	0.4357242415	0.4357242415	0.0466999441	0.0297864759	0.030519996
P0A9Q7	Aldehyde-alcohol dehydrogenase OS=Escherichia coli (strain K12) GN=adhE PE=1 SV=2	0	0	0	0	0	0	0	1	0.9534582479	0.9553065115	0.550158119	0.5500218366	0.3244267512	0.3244267512	0.0261861275	0.0189296542	0.0214170762
P39451	"Alcohol dehydrogenase	0	0	0	0	0	0	0	0.0272637255	1	1.0086995134	1.0202745023	0.8889288524	0.80366996	0.80366996	0.0335087414	0.0326059794	0.0251636862
P69441	Adenylate kinase OS=Escherichia coli (strain K12) GN=adk PE=1 SV=1	0	0	0	0	0	0	0	1	0.9745758757	0.950340031	0.8277853694	0.188971101	0.1244487342	0.1244487342	0.1332434705	0.1575743478	0.2198850249
P0ACK2	Putative aga operon transcriptional repressor OS=Escherichia coli (strain K12) GN=agaR PE=4 SV=1	0	0	0	0	0	0	0	1	0.9761091159	0.9764684011	0.8101966915	0.3915194245	0.1659916897	0.1659916897	0.0342985218	0.0264910011	0.027156589
P19926	Glucose-1-phosphatase OS=Escherichia coli (strain K12) GN=agp PE=1 SV=1	0	0	0	0	0	0	0	1	1.0105212175	0.9819555388	0.9573184939	0.9106676139	0.2177582888	0.2177582888	0.0354528996	0.0272603304	0.0387996386
P0AE08	Alkyl hydroperoxide reductase subunit C OS=Escherichia coli (strain K12) GN=ahpC PE=1 SV=2	0	0	0	0	0	0	0	1	1.049041526	1.0211468207	1.0314373265	1.0640796672	0.7396616389	0.7396616389	0.0484876114	0.0378138557	0.050808066
P35340	Alkyl hydroperoxide reductase subunit F OS=Escherichia coli (strain K12) GN=ahpF PE=1 SV=2	0	0	0	0	0	0	0	1	0.9621267758	0.9411382383	0.8685222001	0.5644363723	0.0840536203	0.0840536203	0.0226868038	0.0186037186	0.0186239823
P27250	Aldehyde reductase Ahr OS=Escherichia coli (strain K12) GN=ahr PE=1 SV=2	0	0	0	0	0	0	0	1	0.9931836742	0.9728664534	0.8731871593	0.7506744469	0.5410309633	0.5410309633	0.0488628582	0.0258249467	0.0286349298
P33224	Putative acyl-CoA dehydrogenase AidB OS=Escherichia coli (strain K12) GN=aidB PE=1 SV=3	0	0	0	0	0	0	0	1	1.0011777425	1.0185653658	0.7960563179	0.7208477327	0.5258731898	0.5258731898	0.0803719829	0.0551893632	0.0583910382
P0A959	Glutamate-pyruvate aminotransferase AlaA OS=Escherichia coli (strain K12) GN=alaA PE=1 SV=1	0	0	0	0	0	0	0	1	0.9683440162	0.937126268	0.4003736265	0.1922467904	0.0998536933	0.0998536933	0.0200865688	0.0127347291	0.0151566839
P77434	Glutamate-pyruvate aminotransferase AlaC OS=Escherichia coli (strain K12) GN=alaC PE=1 SV=1	0	0	0	0	0	0	0	1	0.9885963735	0.9815524188	0.6314277521	0.2380615184	0.1287810243	0.1287810243	0.0412334966	0.0291900467	0.0306631866
P00957	Alanine--tRNA ligase OS=Escherichia coli (strain K12) GN=alaS PE=1 SV=2	0	0	0	0	0	0	0	1	0.9688856691	0.9476771985	0.9548839389	0.1645343811	0.0493997439	0.0493997439	0.0155052668	0.0122831518	0.0146332371
P25553	Lactaldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=aldA PE=1 SV=2	0	0	0	0	0	0	0	1	0.9593392192	0.9510887607	0.9168895158	0.3403529724	0.1243005785	0.1243005785	0.021195429	0.0175235332	0.0210402931
P37685	Aldehyde dehydrogenase B OS=Escherichia coli (strain K12) GN=aldB PE=1 SV=2	0	0	0	0	0	0	0	1	1.0235590734	0.9989244555	0.8624559227	0.4000656351	0.1439033294	0.1439033294	0.0365982761	0.0253365942	0.0308961316
P75713	(S)-ureidoglycine aminohydrolase OS=Escherichia coli (strain K12) GN=allE PE=1 SV=1	0	0	0	0	0	0	0	1	0.9933649737	0.9739753997	0.5822699685	0.3059148499	0.1855674136	0.1855674136	0.0814039148	0.0418791838	0.0372175161
P0ACN4	HTH-type transcriptional repressor AllR OS=Escherichia coli (strain K12) GN=allR PE=1 SV=1	0	0	0	0	0	0	0	1	0.9659106652	0.9745409719	0.6506741267	0.2489348673	0.1134126212	0.1134126212	0.0465266523	0.0319155799	0.0273254844
P0A6B4	"Alanine racemase	0	0	0	0	0	0	0	0.0251722773	1	1.0178012692	0.9694498336	0.3172279954	0.1490983693	0.1490983693	0.0453973813	0.0328508838	0.0205274832
P39265	D-allose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=alsB PE=1 SV=1	0	0	0	0	0	0	0	1	0.968370455	0.9573327074	0.4064797587	0.2881352493	0.2266067512	0.2266067512	0.1709378006	0.2116820918	0.2970971375
P36548	N-acetylmuramoyl-L-alanine amidase AmiA OS=Escherichia coli (strain K12) GN=amiA PE=1 SV=1	0	0	0	0	0	0	0	1	0.9705061561	0.9549657382	0.5984043291	0.1827928781	0.1196374824	0.1196374824	0.0442514359	0.0380901271	0.0371252419
P26365	N-acetylmuramoyl-L-alanine amidase AmiB OS=Escherichia coli (strain K12) GN=amiB PE=1 SV=2	0	0	0	0	0	0	0	1	0.9710562188	0.9608196849	0.6809758479	0.1686319676	0.0902420777	0.0902420777	0.0363112988	0.0291810271	0.0436636997
P63883	N-acetylmuramoyl-L-alanine amidase AmiC OS=Escherichia coli (strain K12) GN=amiC PE=1 SV=1	0	0	0	0	0	0	0	1	0.9406206697	0.9216449517	0.5024039049	0.201228833	0.1043403614	0.1043403614	0.0313073074	0.0229343609	0.0277404977
P0AE12	AMP nucleosidase OS=Escherichia coli (strain K12) GN=amn PE=1 SV=1	0	0	0	0	0	0	0	1	1.0887639935	0.9664002408	0.8360055456	0.7758993473	0.6824319887	0.6824319887	0.0433705459	0.0443302734	0.0391963205
P00811	Beta-lactamase OS=Escherichia coli (strain K12) GN=ampC PE=1 SV=1	0	0	0	0	0	0	0	1	0.9951631455	0.9860375951	0.7505526013	0.3445724648	0.1438266995	0.1438266995	0.046310515	0.0340585301	0.0393208753
P13016	"1	0	0	0	0	0	0	0	0.0335177783	1	1.0001532012	0.9686950005	0.5490948348	0.2712187182	0.2712187182	0.0535966889	0.0474596886	0.0310883689
P0AE14	Protein AmpE OS=Escherichia coli (strain K12) GN=ampE PE=1 SV=1	0	0	0	0	0	0	0	1	0.9975405268	0.9674358778	0.6068375588	0.3367420348	0.2180326507	0.2180326507	0.0479393594	0.0315223576	0.0362545985
P0AD70	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH OS=Escherichia coli (strain K12) GN=ampH PE=1 SV=1	0	0	0	0	0	0	0	1	0.9178447592	0.6568112461	0.3503162946	0.1716242141	0.0906656338	0.0906656338	0.0300684242	0.0193769485	0.0222482721
P26612	Cytoplasmic alpha-amylase OS=Escherichia coli (strain K12) GN=amyA PE=1 SV=3	0	0	0	0	0	0	0	1	1.0098293141	0.9799477753	0.6342838587	0.3613942528	0.1860755566	0.1860755566	0.0460976339	0.0315447266	0.0347347896
P0A962	L-asparaginase 1 OS=Escherichia coli (strain K12) GN=ansA PE=1 SV=1	0	0	0	0	0	0	0	1	1.0708968198	0.9667121003	0.7774905397	0.4011714064	0.1019100174	0.1019100174	0.0347465446	0.0308992295	0.03645227
P00805	L-asparaginase 2 OS=Escherichia coli (strain K12) GN=ansB PE=1 SV=2	0	0	0	0	0	0	0	1	0.9476295021	0.9491690716	0.8412086073	0.5624800254	0.2409672982	0.2409672982	0.1195601551	0.1713339917	0.2562097664
P62672	Protein ApaG OS=Escherichia coli (strain K12) GN=apaG PE=3 SV=1	0	0	0	0	0	0	0	1	0.9851052853	0.9091962173	0.4086613987	0.2093424708	0.1209638782	0.1209638782	0.0379786031	0.0241091285	0.0272850487
P05637	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical] OS=Escherichia coli (strain K12) GN=apaH PE=1 SV=2	0	0	0	0	0	0	0	1	1.0390966593	0.9755905455	0.7382698787	0.5247538177	0.34998474	0.34998474	0.0689536697	0.0500345296	0.0577395944
P0AB85	FAD:protein FMN transferase OS=Escherichia coli (strain K12) GN=apbE PE=1 SV=1	0	0	0	0	0	0	0	1	0.9095899913	0.9204479113	0.7473916249	0.6666279571	0.6690655292	0.6690655292	0.5892415078	0.4899892281	0.2029378517
P0AE22	Class B acid phosphatase OS=Escherichia coli (strain K12) GN=aphA PE=1 SV=1	0	0	0	0	0	0	0	1	0.9769830334	0.978728177	0.8566654493	0.8322259839	0.8168775406	0.8168775406	0.5290099766	0.4613502251	0.5049133808
P07102	Periplasmic AppA protein OS=Escherichia coli (strain K12) GN=appA PE=1 SV=2	0	0	0	0	0	0	0	1	0.9898207457	0.9757982684	0.6398087207	0.2634306226	0.1394879531	0.1394879531	0.0453987215	0.0297713049	0.0336210682
P69503	Adenine phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=apt PE=1 SV=1	0	0	0	0	0	0	0	1	0.9806815482	0.9607830217	0.9129916655	0.9076648744	0.763721073	0.763721073	0.0382008004	0.0239526959	0.026468104
P02924	L-arabinose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=araF PE=1 SV=2	0	0	0	0	0	0	0	1	0.9921689369	0.9790743026	0.6253474677	0.2781648084	0.2149518465	0.2149518465	0.1583780992	0.2289715859	0.3610835435
P0A9Q1	Aerobic respiration control protein ArcA OS=Escherichia coli (strain K12) GN=arcA PE=1 SV=1	0	0	0	0	0	0	0	1	0.978248237	0.9620357363	0.464410361	0.1223973132	0.0878088265	0.0878088265	0.0523004325	0.0429669304	0.0382914031
P0AEC3	Aerobic respiration control sensor protein ArcB OS=Escherichia coli (strain K12) GN=arcB PE=1 SV=1	0	0	0	0	0	0	0	1	0.8385577211	0.7965754055	0.2935742639	0.1778968861	0.1109121654	0.1109121654	0.0457153071	0.0418003178	0.0473684193
P40711	Peptidyl-tRNA hydrolase ArfB OS=Escherichia coli (strain K12) GN=arfB PE=1 SV=2	0	0	0	0	0	0	0	1	0.9972434378	0.9737327678	0.5535478345	0.2660796019	0.1479238341	0.1479238341	0.046619463	0.0314420059	0.0340261622
P18335	Acetylornithine/succinyldiaminopimelate aminotransferase OS=Escherichia coli (strain K12) GN=argD PE=1 SV=4	0	0	0	0	0	0	0	1	0.9332081241	0.9646859232	0.7092069309	0.3052325454	0.1237371042	0.1237371042	0.0342571844	0.0211780321	0.0264273722
P23908	Acetylornithine deacetylase OS=Escherichia coli (strain K12) GN=argE PE=1 SV=2	0	0	0	0	0	0	0	1	1.0152620604	0.9871720953	0.6843302748	0.442567407	0.2339544568	0.2339544568	0.055487124	0.0321171614	0.0331688835
P0A6E4	Argininosuccinate synthase OS=Escherichia coli (strain K12) GN=argG PE=1 SV=2	0	0	0	0	0	0	0	1	0.9925278081	0.9684254681	0.4018947973	0.1737307032	0.1095016271	0.1095016271	0.0482363099	0.0330654635	0.029307063
P11447	Argininosuccinate lyase OS=Escherichia coli (strain K12) GN=argH PE=1 SV=3	0	0	0	0	0	0	0	1	0.9557523611	0.964595086	0.7544546664	0.5530807184	0.1085652778	0.1085652778	0.0301337447	0.0200176228	0.0220459574
P0A8S1	HTH-type transcriptional regulator ArgP OS=Escherichia coli (strain K12) GN=argP PE=1 SV=1	0	0	0	0	0	0	0	1	0.9650142207	0.933373554	0.5753002418	0.1956876667	0.1076664946	0.1076664946	0.037146744	0.0304861486	0.0295064074
P11875	Arginine--tRNA ligase OS=Escherichia coli (strain K12) GN=argS PE=1 SV=1	0	0	0	0	0	0	0	1	0.9657160197	0.9937004903	0.9068167845	0.1327973929	0.0661516368	0.0661516368	0.0238054208	0.0175062576	0.0199180776
P09551	Lysine/arginine/ornithine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=argT PE=1 SV=3	0	0	0	0	0	0	0	1	1.0260505917	0.9785713439	0.9168425294	0.5774054231	0.3290078531	0.3290078531	0.3350117391	0.3820479107	0.5114586205
P0A6D3	3-phosphoshikimate 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) GN=aroA PE=1 SV=1	0	0	0	0	0	0	0	1	0.9703583766	0.9462971927	0.8222712915	0.3228426997	0.1147438674	0.1147438674	0.0405840339	0.0321921911	0.0247282392
P07639	3-dehydroquinate synthase OS=Escherichia coli (strain K12) GN=aroB PE=1 SV=1	0	0	0	0	0	0	0	1	0.9876617618	0.9699341689	0.8151420482	0.4114763826	0.1933454208	0.1933454208	0.0376388111	0.028511983	0.0314380201
P12008	Chorismate synthase OS=Escherichia coli (strain K12) GN=aroC PE=1 SV=4	0	0	0	0	0	0	0	1	0.988000878	0.9508705129	0.8705630535	0.6285877777	0.2238794452	0.2238794452	0.0433330615	0.0302188776	0.0374543786
P05194	3-dehydroquinate dehydratase OS=Escherichia coli (strain K12) GN=aroD PE=1 SV=2	0	0	0	0	0	0	0	1	0.9341708291	0.9565653946	0.651084548	0.2310424484	0.0909524265	0.0909524265	0.0293045326	0.0222222426	0.0239343354
P15770	Shikimate dehydrogenase (NADP(+)) OS=Escherichia coli (strain K12) GN=aroE PE=1 SV=1	0	0	0	0	0	0	0	1	1.0073331568	1.0015860056	0.7110224735	0.271471025	0.1115193543	0.1115193543	0.0348573047	0.0233995272	0.0297271688
P00888	"Phospho-2-dehydro-3-deoxyheptonate aldolase	0	0	0	0	0	0	0	0.0541227802	1	1.0159372073	0.9352644133	0.4572537818	0.2355362488	0.2355362488	0.0541265414	0.0476419127	0.0449657104
P0AB91	"Phospho-2-dehydro-3-deoxyheptonate aldolase	0	0	0	0	0	0	0	0.016340109	1	0.9733495699	0.9479470446	0.8024953803	0.1875054685	0.1875054685	0.0136963582	0.0125928309	0.0086908248
P00887	"Phospho-2-dehydro-3-deoxyheptonate aldolase	0	0	0	0	0	0	0	0.0139897269	1	0.9567320919	0.9502864931	0.4137272242	0.1791349341	0.1791349341	0.0440518027	0.0409992147	0.031419515
P0A6D7	Shikimate kinase 1 OS=Escherichia coli (strain K12) GN=aroK PE=1 SV=2	0	0	0	0	0	0	0	1	0.965682889	0.944243328	0.3040015397	0.1699463316	0.1064187809	0.1064187809	0.0527651598	0.0656351296	0.1130243409
P0A6E1	Shikimate kinase 2 OS=Escherichia coli (strain K12) GN=aroL PE=1 SV=3	0	0	0	0	0	0	0	1	0.9663639804	0.9315546132	0.4996201542	0.2055505152	0.1146690061	0.1146690061	0.0368056738	0.0278654158	0.0283503533
P0AE28	Protein AroM OS=Escherichia coli (strain K12) GN=aroM PE=4 SV=1	0	0	0	0	0	0	0	1	0.9724768618	0.9741294818	0.5842673163	0.3176463446	0.2200435908	0.2200435908	0.0615381855	0.0354413696	0.0380123708
P15993	Aromatic amino acid transport protein AroP OS=Escherichia coli (strain K12) GN=aroP PE=1 SV=3	0	0	0	0	0	0	0	1	0.9783023148	0.9639686604	0.6367815946	0.423859864	0.3044089113	0.3044089113	0.0954400784	0.058343292	0.048669474
P30859	Putative ABC transporter arginine-binding protein 2 OS=Escherichia coli (strain K12) GN=artI PE=1 SV=3	0	0	0	0	0	0	0	1	0.9734884224	0.9948296369	0.9071135064	0.8609423942	0.8425679093	0.8425679093	0.5907195294	0.4883671517	0.5699222702
P30860	ABC transporter arginine-binding protein 1 OS=Escherichia coli (strain K12) GN=artJ PE=1 SV=2	0	0	0	0	0	0	0	1	1.0040397022	0.9692312482	0.8198121894	0.7193825301	0.6477174329	0.6477174329	0.343756547	0.3410854308	0.3772271108
P0AE30	Arginine ABC transporter permease protein ArtM OS=Escherichia coli (strain K12) GN=artM PE=1 SV=1	0	0	0	0	0	0	0	1	1.0041583167	0.9792757404	0.584692562	0.3220938138	0.2068883391	0.2068883391	0.0621436822	0.0310467922	0.0329671172
P0AAF6	Arginine transport ATP-binding protein ArtP OS=Escherichia coli (strain K12) GN=artP PE=1 SV=1	0	0	0	0	0	0	0	1	0.991579241	0.953400599	0.5971676536	0.2440385405	0.1169762721	0.1169762721	0.0312109712	0.0219346719	0.0230382112
P24242	HTH-type transcriptional regulator AscG OS=Escherichia coli (strain K12) GN=ascG PE=1 SV=4	0	0	0	0	0	0	0	1	0.9632786761	0.9589939375	0.69545355	0.4983282966	0.4246067908	0.4246067908	0.10700384	0.046795117	0.051869682
P0A9Q9	Aspartate-semialdehyde dehydrogenase OS=Escherichia coli (strain K12) GN=asd PE=1 SV=1	0	0	0	0	0	0	0	1	0.9611290601	0.9870010966	0.8692448325	0.759829003	0.1688900129	0.1688900129	0.0406062391	0.0282349511	0.0240010396
P28249	Protein AsmA OS=Escherichia coli (strain K12) GN=asmA PE=3 SV=2	0	0	0	0	0	0	0	1	1.1964224494	0.9665692777	0.8646298532	0.702994237	0.6163461777	0.6163461777	0.0382233962	0.0262713671	0.0293915817
P00963	Aspartate--ammonia ligase OS=Escherichia coli (strain K12) GN=asnA PE=1 SV=1	0	0	0	0	0	0	0	1	0.9758579199	0.8287763721	0.1856356721	0.1041901285	0.0657832724	0.0657832724	0.0196369338	0.0160113817	0.0209164114
P22106	Asparagine synthetase B [glutamine-hydrolyzing] OS=Escherichia coli (strain K12) GN=asnB PE=1 SV=3	0	0	0	0	0	0	0	1	0.9778879667	1.0222326079	0.2574294592	0.1218585522	0.0777167613	0.0777167613	0.0321709181	0.0251764957	0.0270067989
P0ACI6	Regulatory protein AsnC OS=Escherichia coli (strain K12) GN=asnC PE=1 SV=1	0	0	0	0	0	0	0	1	1.0504281268	0.9799451431	0.7924649932	0.4027704182	0.1867441661	0.1867441661	0.0502242292	0.0361535942	0.0401765431
P0A8M0	Asparagine--tRNA ligase OS=Escherichia coli (strain K12) GN=asnS PE=1 SV=2	0	0	0	0	0	0	0	1	0.9937711425	0.9887603227	0.9303465299	0.8319734601	0.485603457	0.485603457	0.0340380407	0.021988275	0.0246558037
P0AC38	Aspartate ammonia-lyase OS=Escherichia coli (strain K12) GN=aspA PE=1 SV=1	0	0	0	0	0	0	0	1	0.9851751303	0.977081058	0.8092841858	0.0719319169	0.0492312568	0.0492312568	0.0147520601	0.0127488815	0.0156599391
P00509	Aspartate aminotransferase OS=Escherichia coli (strain K12) GN=aspC PE=1 SV=1	0	0	0	0	0	0	0	1	0.9924847152	0.9854979871	0.9569021694	0.9613415623	0.4934096718	0.4934096718	0.0197444042	0.0125106918	0.0138395878
P21889	Aspartate--tRNA ligase OS=Escherichia coli (strain K12) GN=aspS PE=1 SV=1	0	0	0	0	0	0	0	1	0.9667147933	0.9502027457	0.9342424223	0.8811895105	0.7007043683	0.7007043683	0.0259254071	0.0149876747	0.017119619
P76216	N-succinylarginine dihydrolase OS=Escherichia coli (strain K12) GN=astB PE=1 SV=1	0	0	0	0	0	0	0	1	0.9913830759	0.9638726183	0.5681264263	0.2860946043	0.1610092963	0.1610092963	0.0457531993	0.0302726684	0.0327607192
P77581	Succinylornithine transaminase OS=Escherichia coli (strain K12) GN=astC PE=1 SV=1	0	0	0	0	0	0	0	1	0.9990994189	0.9916447239	0.7598156948	0.2277802761	0.1131784221	0.1131784221	0.0309493197	0.0206558341	0.0212197167
P76217	N-succinylglutamate 5-semialdehyde dehydrogenase OS=Escherichia coli (strain K12) GN=astD PE=1 SV=1	0	0	0	0	0	0	0	1	0.9667860788	0.9608674896	0.7101887437	0.3839140848	0.1424753784	0.1424753784	0.0505120538	0.0419685521	0.0396180598
P0ABB0	ATP synthase subunit alpha OS=Escherichia coli (strain K12) GN=atpA PE=1 SV=1	0	0	0	0	0	0	0	1	0.9559721818	0.9355709657	0.9080808953	0.9765489232	1.0068617377	1.0068617377	0.0408580195	0.0223562851	0.023595043
P0AB98	ATP synthase subunit a OS=Escherichia coli (strain K12) GN=atpB PE=1 SV=1	0	0	0	0	0	0	0	1	1.0533024791	1.0545185809	0.8686878094	0.8025444595	0.6591118694	0.6591118694	0.214688377	0.1356182029	0.0908322441
P0A6E6	ATP synthase epsilon chain OS=Escherichia coli (strain K12) GN=atpC PE=1 SV=2	0	0	0	0	0	0	0	1	0.992865456	0.9518285543	0.7738479825	0.7341804856	0.7641247483	0.7641247483	0.053541823	0.0407996473	0.0521015049
P0ABB4	ATP synthase subunit beta OS=Escherichia coli (strain K12) GN=atpD PE=1 SV=2	0	0	0	0	0	0	0	1	0.9271990892	0.8918228825	0.8511451969	0.9042371435	0.956498321	0.956498321	0.0331275228	0.016748568	0.0175301747
P68699	ATP synthase subunit c OS=Escherichia coli (strain K12) GN=atpE PE=1 SV=1	0	0	0	0	0	0	0	1	1.0788505795	1.0961038766	0.859339907	0.8485306653	0.7300867033	0.7300867033	0.6123538439	0.6207073143	0.7673141967
P0ABA0	ATP synthase subunit b OS=Escherichia coli (strain K12) GN=atpF PE=1 SV=1	0	0	0	0	0	0	0	1	0.8336572832	0.848320181	0.8005985343	0.8657557357	0.8233042363	0.8233042363	0.6734089578	0.6668020462	0.7940582492
P0ABA6	ATP synthase gamma chain OS=Escherichia coli (strain K12) GN=atpG PE=1 SV=1	0	0	0	0	0	0	0	1	0.9383507471	0.9456443805	0.8622882727	0.9055866957	0.8881129598	0.8881129598	0.0457471278	0.0324728836	0.0387505892
P0ABA4	ATP synthase subunit delta OS=Escherichia coli (strain K12) GN=atpH PE=1 SV=1	0	0	0	0	0	0	0	1	1.0003988724	0.9270594934	0.8362990973	0.8189665706	0.6875517463	0.6875517463	0.0378838782	0.0339270717	0.0422028802
P09053	Valine--pyruvate aminotransferase OS=Escherichia coli (strain K12) GN=avtA PE=1 SV=3	0	0	0	0	0	0	0	1	1.0559456418	1.0501463317	0.9272404998	0.3766708083	0.1570459158	0.1570459158	0.0497408886	0.0392938821	0.040752319
P41407	FMN-dependent NADH-azoreductase OS=Escherichia coli (strain K12) GN=azoR PE=1 SV=3	0	0	0	0	0	0	0	1	0.9829893193	0.9890710395	0.8077930836	0.643722143	0.2193119945	0.2193119945	0.0373629313	0.0244529258	0.0212008067
