Accession	Description	GeneName	Peptides	PSMs	AAs	MW.kDA	pI	QuantifyingPSMs	T37	T40	T47	T53	T63	T69	T75	T81
P31224	Multidrug efflux pump subunit AcrB (AcrAB-TolC multidrug efflux pump subunit AcrB) (Acridine resistance protein B)	0	0	650799601.673111	628293932.209165	662982525.905607	659051981.015552	596499592.32626	617866379.385738	585538354.202979	589030468.409961
P27550	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	0	0	316468655.679044	311771424.540837	307789575.918813	314994004.142912	307785463.880614	312422641.476209	316464427.689199	309226368.472894
P26646	Probable acrylyl-CoA reductase AcuI (EC 1.3.1.84) (Acryloyl-coenzyme A reductase AcuI)	0	0	160944262.657207	160752761.015285	165146963.788083	160646191.604293	168527257.54719	168728020.795827	164238533.857508	168839951.527671
P22333	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	0	0	179449178.22008	158209181.982839	178072038.895996	179625334.334689	194686138.396626	220823261.382545	196191764.651607	194495212.356959
P31441	Adenine deaminase (Adenase) (Adenine aminase) (EC 3.5.4.2)	0	0	52355581.2392305	54379368.0360342	54935750.7885404	54913607.7690153	55380437.0453625	53319394.386328	52779381.8992897	52800664.3269318
P31466	Adenine permease AdeP	0	0	33409229.9399149	29975384.6014672	32032884.9826255	32179272.3758277	30707325.0093564	34225018.1512958	32026715.1283356	31881021.736462
P0A9Q7	Aldehyde-alcohol dehydrogenase [Includes: Alcohol dehydrogenase (ADH) (EC 1.1.1.1); Acetaldehyde dehydrogenase [acetylating] (ACDH) (EC 1.2.1.10); Pyruvate-formate-lyase deactivase (PFL deactivase)]	0	0	1253706869.13648	1225136402.86223	1260755737.11975	1272836362.09031	1176016608.58699	1203441589.81771	1169441515.90567	1158342222.39125
P69441	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	0	0	598589133.209351	591505044.387476	576584546.268407	592820169.007086	582473114.73188	589449033.73759	604702431.103312	588141387.714726
P0ACK2	Putative aga operon transcriptional repressor	0	0	76586101.9070481	76787134.1163647	73596513.3730283	76289764.2477455	71660880.7307169	71473269.285901	74571841.2851178	71939238.0944957
P19926	Glucose-1-phosphatase (G1Pase) (EC 3.1.3.10)	0	0	244415246.032207	239277646.764973	233408973.149674	231187576.823946	236343758.23178	241418363.133341	247488419.304919	249866444.42572
P0AE08	Alkyl hydroperoxide reductase C (EC 1.11.1.15) (Alkyl hydroperoxide reductase protein C22) (Peroxiredoxin) (SCRP-23) (Sulfate starvation-induced protein 8) (SSI8) (Thioredoxin peroxidase)	0	0	1137051291.42062	1087229166.88429	1048489456.39491	1117766558.38399	1002664662.35835	1048611630.30011	1087355854.88515	1019963552.0002
P35340	Alkyl hydroperoxide reductase subunit F (EC 1.8.1.-) (Alkyl hydroperoxide reductase F52A protein)	0	0	785019062.998068	751595849.194669	803008390.635993	789762860.031475	741177684.456573	774137605.989473	724573513.99075	736725719.596374
P27250	Aldehyde reductase Ahr (EC 1.1.1.2) (Zinc-dependent alcohol dehydrogenase Ahr)	0	0	60869227.6083716	57300177.8148918	58522373.7749982	59289979.7810091	57872810.8159517	61477528.1373899	60193615.990973	59414310.9325319
P33224	Putative acyl-CoA dehydrogenase AidB (EC 1.3.99.-)	0	0	17713996.2226165	18100399.7695248	17303415.065274	17511928.3409487	16319992.9081765	15971597.1144076	16707239.0992195	16508307.2006739
P0A959	Glutamate-pyruvate aminotransferase AlaA (EC 2.6.1.2)	0	0	131278518.51048	131069197.232038	133152191.535976	128464039.147515	131377132.493588	131586945.553502	129528437.504188	134255433.928158
P77434	Glutamate-pyruvate aminotransferase AlaC (EC 2.6.1.2)	0	0	39525426.0009877	39161769.4690541	39520852.7082265	39744151.1497484	39898447.3456193	40268944.6747226	39903064.333056	39678873.0540939
P00957	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	0	0	1482968542.44848	1457884718.41442	1475780834.51252	1508050885.85664	1436089666.63429	1460798493.08676	1443084060.95913	1412204203.27146
P25553	Lactaldehyde dehydrogenase (EC 1.2.1.22) (Aldehyde dehydrogenase A) (Glycolaldehyde dehydrogenase) (EC 1.2.1.21)	0	0	670102997.675298	705461113.053938	739039783.642698	735120121.067187	557723193.024871	529769786.886092	505699411.304893	508395802.003695
P37685	Aldehyde dehydrogenase B (EC 1.2.1.-)	0	0	169355236.518323	163033405.728421	168032575.766844	164494927.35033	156502058.812226	162570628.193216	157733957.625726	161126203.784397
P0ACN4	HTH-type transcriptional repressor AllR (Negative regulator of allantoin and glyoxylate utilization operons)	0	0	90049516.9601633	83808030.8098144	89816691.5974577	87952987.178705	92602320.001962	99498748.5685039	92842366.3492323	94809675.6352821
P0A6B4	"Alanine racemase	0	0	Cytosol	76813400.9296046	75241009.0603214	78951428.1596168	77223624.8883886	71269199.1492559	72758587.8572524	69339208.8755633
P39265	D-allose-binding periplasmic protein (ALBP)	0	0	100154514.3312	99208005.0864921	100751975.369924	97119956.4971363	96749780.3697947	97672836.5431713	96176052.419908	99772771.8800279
P36548	N-acetylmuramoyl-L-alanine amidase AmiA (EC 3.5.1.28)	0	0	96969750.9637899	103232459.334189	106259213.49987	104185727.096006	93225404.1183042	87569784.5343947	85075391.7998994	86768547.6007695
P26365	N-acetylmuramoyl-L-alanine amidase AmiB (EC 3.5.1.28)	0	0	68476636.5738887	66382350.0875783	69040313.5384677	65518524.3052196	64883779.5809373	66930787.8983263	64354038.476789	67813233.6010225
P63883	N-acetylmuramoyl-L-alanine amidase AmiC (EC 3.5.1.28)	0	0	92706634.8273155	96962877.737776	99076789.2586433	94635261.2803873	96970774.1685883	92714184.6396238	90736026.2382048	94994550.9542591
P0AE12	AMP nucleosidase (EC 3.2.2.4)	0	0	106435224.826211	108500162.99979	108675534.134548	105208768.487612	106223430.135501	104201821.966897	104033670.120137	107461714.748753
P00811	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	0	0	61403235.7688929	62784056.6931437	59631717.1680521	60190415.5113666	63056776.1689797	61669957.2767972	64930045.2478764	64327352.8025236
P13016	"1	0	0	Cytosol	36573007.126435	37224800.395827	36397395.4792998	38593406.0808443	35551348.5068214	34928856.7962372	35722878.1118095
P0AD70	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH (EC 3.4.-.-) (DD-alanine-endopeptidase) (DD-carboxypeptidase) (Penicillin-binding protein AmpH)	0	0	106366873.957279	108515873.966907	107777900.484395	109520432.588595	108143749.86841	106002119.238597	106727933.647085	105029831.782444
P26612	"Cytoplasmic alpha-amylase (EC 3.2.1.1) (1	0	0	Cytosol	24246455.9945487	23011681.1053984	23339811.145498	24617954.5662515	22858311.2291289	24084856.5034544	23746252.0099987
P77570	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	0	0	5998080.28409534	6419205.73139942	6808931.73803396	6596239.87904279	7518575.92337341	7025327.41548834	6623215.46837562	6836777.13931232
P0A962	L-asparaginase 1 (EC 3.5.1.1) (L-asparaginase I) (L-ASNase I) (L-asparagine amidohydrolase I)	0	0	46793279.5906524	47915462.4290023	47270812.6159405	46014799.9267626	49306126.5839905	48151374.3125281	48808032.6759338	50140289.0037318
P00805	L-asparaginase 2 (EC 3.5.1.1) (L-asparaginase II) (L-ASNase II) (L-asparagine amidohydrolase II) (Colaspase)	0	0	192250945.713665	194515651.70969	188768223.839491	192617066.32065	191947217.021286	189712414.785644	195488590.446378	191582369.643288
P05637	"Bis(5'-nucleosyl)-tetraphosphatase [symmetrical] (EC 3.6.1.41) (Ap4A hydrolase) (Diadenosine 5'	0	0	P4-tetraphosphate pyrophosphohydrolase) (Diadenosine tetraphosphatase)"	Cytosol	12726648.0289037	13467452.4096253	14368780.3511565	14115308.3463725	15374712.6626634	14528995.5851933
P0AB85	FAD:protein FMN transferase (EC 2.7.1.180) (Flavin transferase)	0	0	49928617.9387482	50389987.0920027	52301533.6753704	49645352.3301525	49341362.4282225	48889594.4497482	47102749.3867962	49622893.5363963
P0AE22	Class B acid phosphatase (CBAP) (EC 3.1.3.2)	0	0	158616955.367189	149754362.953576	153757728.867044	151869940.88547	153517434.363587	162602728.590172	158369066.803726	160337640.829779
P07102	Periplasmic AppA protein [Includes: Phosphoanhydride phosphohydrolase (EC 3.1.3.2) (pH 2.5 acid phosphatase) (AP); 4-phytase (EC 3.1.3.26)]	0	0	13008336.0834312	12264011.925418	12210446.0814553	12470145.7186916	11008762.6934839	11676903.5981428	11728128.851662	11483882.2424447
P69503	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	0	0	243583364.214212	252635746.872831	249607004.187302	259060630.028838	240605218.111993	231983910.434952	234798813.703303	226230548.689276
P02924	L-arabinose-binding periplasmic protein (ABP)	0	0	74605469.3946211	72376384.0690619	75541456.4337695	75837978.6508927	72831082.5361109	75074171.900329	71928678.0483091	71647440.9759472
P0A9Q1	Aerobic respiration control protein ArcA (Dye resistance protein)	0	0	399318691.117347	416635162.385536	413670459.664565	413156275.804258	389335486.48783	373153662.738605	375827988.771355	376295716.595896
P0AEC3	Aerobic respiration control sensor protein ArcB (EC 2.7.13.3)	0	0	160107285.917453	155424800.219554	151349712.881833	150468425.811726	155482593.22068	160166820.049341	164479307.78307	165442655.983647
P18335	Acetylornithine/succinyldiaminopimelate aminotransferase (ACOAT) (DapATase) (Succinyldiaminopimelate transferase) (EC 2.6.1.11) (EC 2.6.1.17)	0	0	3760957.28765	3336587.58097454	3768904.50648622	3620664.61984806	3213419.52770031	3622123.89085602	3206643.62023032	3337932.35770303
P23908	Acetylornithine deacetylase (AO) (Acetylornithinase) (EC 3.5.1.16) (N-acetylornithinase) (NAO)	0	0	12944432.7662747	11844968.0427283	12609607.8005075	11394985.4204337	13308887.4073948	14544234.9542433	13662280.4582398	15118579.9614991
P0A6E4	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	0	0	91032725.4005146	98252798.7112172	101880002.56842	102971324.974929	100610185.067309	93216880.0264582	89898106.7808322	88945338.4421075
P11447	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	0	0	5305466.29264935	6308794.69081249	5094306.44927919	5541885.89625902	6773208.44971688	5696021.32961989	7053959.0581845	6484260.0146853
P0A8S1	HTH-type transcriptional regulator ArgP (Inhibitor of chromosome initiation) (OriC replication inhibitor)	0	0	40381075.8543508	41018989.854727	40458191.7821007	40877551.9845341	46287504.3134198	45567656.0882792	46199277.3393234	45725321.8954008
P0A6D0	Arginine repressor	0	0	13043051.1801227	10321725.1625868	12159010.4240461	10976615.6770428	10252797.4098739	12955950.6041818	10998243.8284575	12182968.3475302
P11875	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	0	0	786379892.209287	753857726.961917	778504624.794879	769326935.984241	791378134.772892	825518967.38857	799383629.202546	808919879.457125
P09551	Lysine/arginine/ornithine-binding periplasmic protein (LAO-binding protein)	0	0	156986650.800645	144269555.013008	150773902.045233	145431373.254887	141831353.562766	154333526.379376	147675618.076536	153100590.856125
P0A6D3	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	0	0	87257896.8767224	84244545.7235429	85694174.7694817	84100548.7075204	85477529.9065744	88534983.7880419	87037298.7420499	88686573.4467897
P07639	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	0	0	66487723.0783977	65827228.2655931	65098340.8160515	64555055.7912342	64735586.8280878	65385128.3693374	66117226.8968522	66673658.903846
P12008	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase) (EPSP phospholyase)	0	0	116857148.327977	115240368.894559	117893330.3135	122067167.803201	91844614.6717321	93133160.3913956	91037378.7158302	87924541.4878797
P05194	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	0	0	85922275.4569665	84775215.467157	84152397.4411545	86254356.5931707	86171387.9186119	87337338.9669596	87983728.9772947	85839626.2135975
P15770	Shikimate dehydrogenase (NADP(+)) (SD) (SDH) (EC 1.1.1.25)	0	0	74231828.8347326	68158235.2564953	72696174.5625754	68996114.0151069	76956302.928411	83813894.0252454	78581949.340654	82796070.3045515
P00888	"Phospho-2-dehydro-3-deoxyheptonate aldolase	0	0	Cytosol	35876598.8181303	35709369.5783237	33830568.7271722	35970791.3691741	36137519.1761426	36306753.4676371	38323070.7180994
P0AB91	"Phospho-2-dehydro-3-deoxyheptonate aldolase	0	0	Cytosol	229180710.082712	218158419.069856	228643023.059886	226655399.626568	209216063.201052	219786548.369572	209708064.927779
P00887	"Phospho-2-dehydro-3-deoxyheptonate aldolase	0	0	Cytosol	131440314.499101	128449115.447311	134249920.58088	132975888.770701	134705486.687985	137842378.076056	131886346.438143
P0A6D7	Shikimate kinase 1 (SK 1) (EC 2.7.1.71) (Shikimate kinase I) (SKI)	0	0	275814895.616035	275184046.465468	272507047.2942	261192694.437026	271563568.825933	272186118.166706	274859964.659845	286766356.732466
P0A6E1	Shikimate kinase 2 (SK 2) (EC 2.7.1.71) (Shikimate kinase II) (SKII)	0	0	12490599.5415273	12592030.3834178	12191247.6438172	12791613.9479155	12529459.5871104	12428532.7631069	12837116.1628987	12234614.2411411
P0AE28	Protein AroM	0	0	9607801.29679791	10117391.7966251	9445900.15639382	9479577.7246323	10038482.5508535	9532866.53405554	10210540.4538593	10174266.0350112
P15993	Aromatic amino acid transport protein AroP (General aromatic amino acid permease)	0	0	6926108.30402261	7886707.14868878	7308618.68599718	7675806.21466532	6747681.80069464	5925815.94214054	6394529.11153174	6088634.03343899
P30859	Putative ABC transporter arginine-binding protein 2	0	0	263283533.803299	252805476.206549	248297052.156266	242117868.270321	261895980.124798	272750812.881123	277703253.169271	284790625.445085
P30860	ABC transporter arginine-binding protein 1	0	0	40231185.0856711	37793996.2456733	38607177.5129423	37533153.1693565	38879088.6377297	41386250.8949626	40514534.1283331	41673871.7338501
P0AAF6	Arginine transport ATP-binding protein ArtP (EC 3.6.3.-)	0	0	51264753.4395102	47704008.9755559	47043222.2004948	49431284.8697774	45071723.6086376	48435987.8238852	49116337.9082109	46743490.5642776
P0A9Q9	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	0	0	154054390.939589	145588188.371507	150436190.757297	151594748.406244	150614731.327657	159373235.979857	154237225.659654	153058472.969214
P28249	Protein AsmA	0	0	32941590.7664468	33335314.8876566	35660798.9677647	32954998.9808258	33403756.9516918	33009224.4597916	30856652.7788442	33390166.1536906
P00963	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	0	0	363842297.880661	360550609.809724	381124752.96762	368673654.923595	348777321.742572	351961524.2322	332961690.898781	344206700.144547
P22106	Asparagine synthetase B [glutamine-hydrolyzing] (AS-B) (EC 6.3.5.4)	0	0	205795036.911125	199472540.284121	206334371.931186	208304246.80752	205538122.183298	212052873.950001	205000868.471212	203062232.717898
P0ACI6	Regulatory protein AsnC	0	0	36091303.122238	36174000.163301	38359972.49078	37862869.2289035	37047999.0388155	36963303.9571549	34856921.8526854	35314559.9003248
P0A8M0	Asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	0	0	697093635.109934	675686061.022355	686770477.370542	705667294.555629	678737855.87824	700242119.135908	688940271.650032	670491381.549476
P0AC38	Aspartate ammonia-lyase (Aspartase) (EC 4.3.1.1)	0	0	592346675.156154	582644720.13533	621379994.758343	603852806.323539	436734738.278684	444007061.600906	416328771.97017	428412963.284241
P00509	Aspartate aminotransferase (AspAT) (EC 2.6.1.1) (Transaminase A)	0	0	570225383.201979	559743938.721512	584148486.449848	575640609.363438	576491734.102873	587286788.209662	562751128.551984	571068501.152311
P21889	Aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	0	0	684239180.90769	672014388.649436	704449036.821651	696936409.895128	710961801.118902	723895096.103402	690565101.272778	698009048.669812
P77581	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Carbon starvation protein C) (Succinylornithine aminotransferase)	0	0	86012204.1465659	84022936.1777723	83381712.1155524	80796248.0274914	83646539.9896836	85626896.6669349	86285386.7017758	89046502.1506761
P76217	N-succinylglutamate 5-semialdehyde dehydrogenase (EC 1.2.1.71) (Succinylglutamic semialdehyde dehydrogenase) (SGSD)	0	0	29749847.9226594	30903962.2482494	31188111.657559	31137531.0271499	32880870.8970473	31652928.5434	31364544.2690559	31415493.6657899
P0ABB0	ATP synthase subunit alpha (EC 3.6.3.14) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	0	0	1522773151.89098	1474229084.01357	1532869773.03056	1489140867.74589	1492785944.25592	1541941060.64198	1482953345.0444	1526500552.54613
P0AB98	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	0	0	73134049.1351895	64352101.428762	69620582.0186178	67596464.0534311	71285488.2736992	81013615.5041652	74882976.4255714	77125282.735408
P0A6E6	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	0	0	69093608.2064717	68984129.0401232	65397648.8920318	64248397.9653434	66025649.1454052	66130433.1461113	69757100.0015941	71004888.4968522
P0ABB4	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	0	0	1094887806.44386	1083373873.42594	1100822694.89934	1087884001.02852	1106906990.54068	1118671029.95382	1100939299.69464	1114033266.10617
P68699	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (Dicyclohexylcarbodiimide-binding protein) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	0	0	13524427.0217744	10666780.3105127	9518639.15590001	10312531.1368845	12491438.1645394	15837913.4973673	17748287.4480652	16381966.9110215
P0ABA0	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	0	0	498925659.849624	481407930.075139	484591336.737351	490973704.707903	496044767.93378	514095110.809011	510717886.173139	504078855.513363
P0ABA6	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	0	0	598519079.612853	582903177.932467	618949926.206253	607498006.858951	640561705.37193	657722271.637484	619417478.057332	631094090.8543
P0ABA4	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	0	0	253754244.468844	237237274.240006	255163077.174893	256626922.713986	249856783.546912	267252351.206074	248477248.496675	247059890.14654
P09053	Valine--pyruvate aminotransferase (EC 2.6.1.66) (Alanine--valine transaminase) (Transaminase C)	0	0	67430099.5102944	69883991.7525624	66134848.4545386	68369708.1174546	73063188.6918415	70497662.776248	74494131.2962541	72059077.3265637
P41407	FMN-dependent NADH-azoreductase (EC 1.7.-.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase)	0	0	37094993.2277867	41179464.8705744	37031633.4746317	39615272.1394013	41333524.7991726	37233772.3990555	41404244.9290342	38703932.5922208
P69228	Transcriptional regulatory protein BaeR	0	0	59790567.8263226	63712562.0978251	66327387.6501027	66069560.6269772	68408807.2880464	64197723.296603	61666855.5326023	61907501.6279692
P0A940	Outer membrane protein assembly factor BamA (Omp85)	0	0	754717354.85352	733448903.911812	754566431.541196	747409855.410544	849169211.318264	873793303.897588	849339056.443538	857471621.961872
P77774	Outer membrane protein assembly factor BamB	0	0	274414498.318631	278868943.894643	281440258.629079	280635692.736503	320393507.270298	315275779.132086	312395333.881494	313290952.782249
P0A903	Outer membrane protein assembly factor BamC	0	0	220359119.211967	220483207.19869	218706933.402553	207432342.386674	259630178.287731	259484058.378985	261591512.067091	275809821.892105
P0AC02	Outer membrane protein assembly factor BamD	0	0	337255417.495329	336083353.240233	312784373.107093	332254904.172052	365959642.378301	367235897.841433	394590914.983076	371467419.82422
P0AEC5	Signal transduction histidine-protein kinase BarA (EC 2.7.13.3)	0	0	21013128.1947711	20680920.3949153	19430021.4825698	19926177.0949461	21286106.4349847	21628035.6359696	23020442.0353899	22447240.1883511
P0AE52	Peroxiredoxin Bcp (EC 1.11.1.15) (Bacterioferritin comigratory protein) (Thioredoxin peroxidase)	0	0	288690168.874956	296184557.428958	299046433.022622	306158245.803973	286937220.081822	279676817.863134	277000309.566192	270565812.475193
P37657	Cyclic di-GMP binding protein BcsE (Cellulose biosynthesis protein BcsE)	0	0	18158362.0075527	14507705.611047	16370266.0100868	16589208.3196238	23792146.7807749	29779099.8635351	26390922.0483002	26042617.9392229
P37659	Cellulose biosynthesis protein BcsG	0	0	17431664.3910798	16849189.1013123	17792827.7640114	17599000.9842561	17089344.9004292	17680122.3593895	16742461.0027548	16926854.2705456
P66948	Beta-barrel assembly-enhancing protease (EC 3.4.-.-)	0	0	44729437.8151327	47578105.5726914	46237389.6843451	47949955.7076667	47187055.0616821	44361800.8673348	45648131.5115279	44017776.7405798
P17444	Oxygen-dependent choline dehydrogenase (CDH) (CHD) (EC 1.1.99.1) (Betaine aldehyde dehydrogenase) (BADH) (EC 1.2.1.8)	0	0	16319947.9378982	17623906.5720975	17622666.2192368	16935988.9709012	16521279.6708966	15298902.2606013	15299979.0577754	15920323.5523919
P17445	NAD/NADP-dependent betaine aldehyde dehydrogenase (BADH) (EC 1.2.1.8)	0	0	110014431.861206	109936863.471442	116116071.844292	117205679.749502	91017544.9062126	91081764.3515892	86234776.4027545	85433090.9019046
P0ABD3	Bacterioferritin (BFR) (EC 1.16.3.1) (Cytochrome b-1) (Cytochrome b-557)	0	0	126139883.665176	151764214.846263	153550074.375811	150405266.938585	51436316.1707015	42751652.2555069	42254430.4476062	43137923.7575955
Q46829	6-phospho-beta-glucosidase BglA (EC 3.2.1.86) (Phospho-beta-glucosidase A)	0	0	276146328.751504	274704039.269666	278794610.930612	281109881.426391	280726629.819212	282200539.946404	278059995.308346	275769844.211816
P33363	Periplasmic beta-glucosidase (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	0	0	384456434.220001	366838228.48866	374715905.043445	382555791.826359	351188025.097886	368054595.689636	360316960.26952	352932823.798887
P12995	"Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7	0	0	8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)"	Cytosol	2415821.27655295	2915335.98344866	2898343.798934	2650965.26585569	3102121.07081495	2570602.54044982
P12996	Biotin synthase (EC 2.8.1.6)	0	0	5085008.24829002	5791064.33628136	5492734.81289557	5924293.43191271	5972248.47368237	5244102.11767968	5528927.53500747	5126169.57592316
P06709	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	0	0	25804348.2328897	25278835.974822	25065159.9907372	24663745.0454217	29259983.4612354	29868258.3040745	30122879.8380434	30613144.9677173
